User ID,Location,Age,Household Size,Monthly Consumption (kWh),Peak Consumption (kWh),Avg Consumption (kWh),Consumption by Time of Day (Morning),Consumption by Time of Day (Evening),Marketing Interaction,Pricing Plan,Incentive Participation,Engagement Rate,Energy Usage Reduction (%),Evening_Morning_Diff,High_Engagement
User_180,Loc_1,22.0,2.0,446.0,25.0,14.866666666666667,10.0,2.0,True,Dynamic Pricing,False,0.6614662053236519,10.7475838088771,-8.0,1
User_181,Loc_1,37.0,2.0,273.0,28.0,9.1,11.0,18.0,False,Flat Rate,False,0.9032736222389142,16.81570143878229,7.0,1
User_182,Loc_3,28.0,1.0,442.0,27.0,14.733333333333333,14.0,9.0,False,Flat Rate,False,0.0985468514129424,0.6685306618644327,-5.0,0
User_183,Loc_1,59.0,5.0,257.0,25.0,8.566666666666666,6.0,14.0,True,Dynamic Pricing,True,0.232078577866165,15.230020179716,8.0,0
User_184,Loc_2,19.0,2.0,314.0,17.0,10.466666666666669,3.0,2.0,False,Flat Rate,False,0.7089000062515824,4.741407823483561,-1.0,1
User_185,Loc_2,20.0,1.0,276.0,42.0,9.2,10.0,5.0,False,Dynamic Pricing,True,0.8237444619122997,18.21137837368637,-5.0,1
User_186,Loc_4,40.0,2.0,274.0,21.0,9.133333333333333,1.0,11.0,False,Flat Rate,False,0.8570290283305779,1.4475278638824496,10.0,1
User_187,Loc_5,29.0,3.0,439.0,20.0,14.633333333333333,4.0,14.0,True,Dynamic Pricing,True,0.4151071768549326,32.534888413028845,10.0,0
User_188,Loc_1,37.0,5.0,437.0,14.0,14.566666666666666,11.0,5.0,True,Dynamic Pricing,True,0.0893399022918668,14.71942800448364,-6.0,0
User_189,Loc_1,22.0,4.0,245.0,36.0,8.166666666666666,2.0,12.0,False,Flat Rate,True,0.4377814772996199,30.36121096780764,10.0,0
User_190,Loc_3,54.0,2.0,423.0,21.0,14.1,5.0,18.0,False,Flat Rate,True,0.2307345902070537,22.351360110954676,13.0,0
User_191,Loc_2,55.0,3.0,260.0,26.0,8.666666666666666,7.0,2.0,True,Flat Rate,True,0.2911964549966241,29.66765276588712,-5.0,0
User_192,Loc_5,47.0,4.0,226.0,15.0,7.533333333333333,6.0,7.0,False,Flat Rate,True,0.7722675568375058,19.21367507409244,1.0,1
User_193,Loc_4,26.0,4.0,181.0,42.0,6.033333333333333,2.0,7.0,True,Flat Rate,False,0.0755270860258868,18.616657283516147,5.0,0
User_194,Loc_2,51.0,2.0,246.0,14.0,8.2,7.0,19.0,False,Flat Rate,True,0.8275812174807021,7.307642321731374,12.0,1
User_195,Loc_4,61.0,1.0,338.0,37.0,11.266666666666667,1.0,14.0,False,Dynamic Pricing,False,0.427669085824169,14.964776123618002,13.0,0
User_196,Loc_3,52.0,2.0,183.0,23.0,6.1,9.0,3.0,False,Flat Rate,False,0.5960639311005951,18.061013062050307,-6.0,1
User_197,Loc_3,69.0,3.0,212.0,14.0,7.066666666666666,8.0,18.0,True,Dynamic Pricing,True,0.089652231235679,15.038634742272231,10.0,0
User_198,Loc_1,39.0,4.0,324.0,42.0,10.8,3.0,2.0,True,Dynamic Pricing,True,0.3373590783572796,10.960627087118024,-1.0,0
User_199,Loc_5,61.0,2.0,431.0,28.0,14.366666666666667,0.0,12.0,True,Flat Rate,False,0.0897009190148457,8.491452143719112,12.0,0
User_200,Loc_4,41.0,1.0,477.0,31.0,15.9,7.0,7.0,True,Dynamic Pricing,True,0.9615437228811096,27.23326203098107,0.0,1
User_201,Loc_2,34.0,2.0,342.0,14.0,11.4,6.0,15.0,False,Dynamic Pricing,True,0.8072616493262504,18.688772696083102,9.0,1
User_202,Loc_3,27.0,5.0,242.0,11.0,8.066666666666666,10.0,12.0,False,Flat Rate,True,0.4596327543564602,17.31002215387318,2.0,0
User_203,Loc_1,47.0,1.0,140.0,39.0,4.666666666666667,12.0,2.0,True,Flat Rate,True,0.2236025483236711,15.255851501643004,-10.0,0
User_204,Loc_1,63.0,3.0,357.0,48.0,11.9,4.0,15.0,False,Flat Rate,True,0.9334551052498522,7.536489090366091,11.0,1
User_205,Loc_4,40.0,4.0,384.0,13.0,12.8,9.0,8.0,False,Dynamic Pricing,True,0.3445965957269717,25.744476516586865,-1.0,0
User_206,Loc_3,49.0,2.0,204.0,42.0,6.8,12.0,13.0,True,Flat Rate,True,0.1609844316873747,10.610085728085854,1.0,0
User_207,Loc_5,34.0,1.0,301.0,22.0,10.033333333333331,4.0,12.0,False,Flat Rate,False,0.5631643884539549,12.67699637470648,8.0,1
User_208,Loc_3,67.0,5.0,406.0,29.0,13.533333333333331,6.0,6.0,False,Flat Rate,True,0.943774120344816,27.20325153178604,0.0,1
User_209,Loc_4,68.0,1.0,430.0,16.0,14.333333333333334,4.0,14.0,True,Flat Rate,False,0.0038302905003225,4.17303826316862,10.0,0
User_210,Loc_4,34.0,5.0,365.0,24.0,12.166666666666666,7.0,6.0,False,Dynamic Pricing,False,0.2381248432539987,13.305456724738216,-1.0,0
User_211,Loc_3,31.0,3.0,497.0,32.0,16.566666666666666,10.0,5.0,False,Flat Rate,False,0.9384476404104076,1.5739715341501892,-5.0,1
User_212,Loc_4,26.0,4.0,309.0,23.0,10.3,12.0,1.0,False,Dynamic Pricing,False,0.171085966857162,12.07510287675226,-11.0,0
User_213,Loc_3,57.0,3.0,150.0,32.0,5.0,5.0,8.0,True,Flat Rate,True,0.1132434516398198,12.466224323890604,3.0,0
User_214,Loc_2,19.0,2.0,217.0,28.0,7.233333333333333,12.0,16.0,True,Dynamic Pricing,False,0.5701872157998045,14.71907121030356,4.0,1
User_215,Loc_3,62.0,1.0,300.0,38.0,10.0,4.0,4.0,False,Dynamic Pricing,False,0.8618438232948299,6.024625895878164,0.0,1
User_216,Loc_3,42.0,5.0,476.0,29.0,15.866666666666667,8.0,11.0,False,Dynamic Pricing,False,0.4771098176939261,9.267820176092926,3.0,0
User_217,Loc_4,56.0,5.0,138.0,38.0,4.6,10.0,0.0,False,Flat Rate,False,0.9945642566845248,11.988610840552434,-10.0,1
User_218,Loc_4,26.0,1.0,127.0,33.0,4.233333333333333,1.0,9.0,True,Dynamic Pricing,False,0.6791716995379928,3.425468213324792,8.0,1
User_219,Loc_1,39.0,1.0,358.0,27.0,11.933333333333334,0.0,10.0,True,Flat Rate,True,0.0740749072104477,20.87115023346169,10.0,0
User_220,Loc_1,60.0,2.0,183.0,19.0,6.1,7.0,15.0,True,Flat Rate,True,0.9928321316819754,12.288531718731196,8.0,1
User_221,Loc_2,63.0,3.0,254.0,17.0,8.466666666666667,11.0,13.0,False,Flat Rate,False,0.4078942367801904,13.24743719825507,2.0,0
User_222,Loc_1,21.0,5.0,216.0,35.0,7.2,2.0,7.0,False,Flat Rate,True,0.2874025338454825,14.26274296935507,5.0,0
User_223,Loc_3,43.0,2.0,101.0,38.0,3.3666666666666667,13.0,16.0,False,Flat Rate,True,0.5578791835778856,20.727179708156196,3.0,1
User_224,Loc_4,46.0,3.0,192.0,19.0,6.4,10.0,17.0,False,Dynamic Pricing,False,0.3043075918208643,2.563761456209235,7.0,0
User_225,Loc_1,62.0,2.0,265.0,26.0,8.833333333333334,11.0,11.0,False,Flat Rate,False,0.0864575071201523,8.507129925399672,0.0,0
User_226,Loc_1,51.0,5.0,486.0,11.0,16.2,11.0,16.0,True,Dynamic Pricing,False,0.0014283430791767,4.944121474777536,5.0,0
User_227,Loc_2,40.0,1.0,499.0,15.0,16.633333333333333,11.0,13.0,False,Dynamic Pricing,True,0.4495833529202623,28.513679620082005,2.0,0
User_228,Loc_2,54.0,1.0,449.0,14.0,14.966666666666669,6.0,15.0,False,Dynamic Pricing,False,0.8368634222265923,5.240700090137491,9.0,1
User_229,Loc_3,28.0,3.0,395.0,37.0,13.166666666666666,9.0,13.0,False,Dynamic Pricing,True,0.5723151856300766,25.910009067129185,4.0,1
User_230,Loc_4,23.0,4.0,357.0,14.0,11.9,12.0,8.0,True,Dynamic Pricing,True,0.9992072989434408,24.93533265118223,-4.0,1
User_231,Loc_2,35.0,3.0,180.0,27.0,6.0,10.0,3.0,False,Dynamic Pricing,True,0.2868466456471999,13.847585899063954,-7.0,0
User_232,Loc_1,38.0,4.0,367.0,35.0,12.233333333333333,7.0,10.0,True,Dynamic Pricing,False,0.2804550647600553,12.276918900154485,3.0,0
User_233,Loc_4,59.0,2.0,334.0,29.0,11.133333333333333,14.0,5.0,True,Flat Rate,True,0.1597494602339442,13.468032923367243,-9.0,0
User_234,Loc_4,53.0,2.0,420.0,36.0,14.0,12.0,14.0,True,Dynamic Pricing,False,0.1640635882653351,7.830741992032584,2.0,0
User_235,Loc_1,58.0,5.0,410.0,21.0,13.666666666666666,12.0,4.0,True,Flat Rate,False,0.2851865960100478,14.266434590025446,-8.0,0
User_236,Loc_2,55.0,4.0,400.0,16.0,13.333333333333334,5.0,10.0,True,Dynamic Pricing,False,0.7928400452735271,13.188464936998326,5.0,1
User_237,Loc_1,51.0,5.0,456.0,12.0,15.2,11.0,17.0,False,Dynamic Pricing,False,0.905756790636448,12.49401338813216,6.0,1
User_238,Loc_4,34.0,1.0,312.0,19.0,10.4,9.0,12.0,False,Dynamic Pricing,False,0.9750871697076812,5.650817273248872,3.0,1
User_239,Loc_5,54.0,4.0,161.0,43.0,5.366666666666666,13.0,10.0,True,Dynamic Pricing,True,0.2322896540964526,13.832310880856909,-3.0,0
User_240,Loc_5,42.0,3.0,148.0,34.0,4.933333333333334,8.0,13.0,True,Flat Rate,True,0.8812975456140917,11.044515135447,5.0,1
User_241,Loc_3,55.0,1.0,226.0,44.0,7.533333333333333,6.0,17.0,True,Flat Rate,True,0.328255089277337,21.08198282011719,11.0,0
User_242,Loc_1,29.0,1.0,322.0,25.0,10.733333333333333,14.0,18.0,False,Flat Rate,True,0.1128405445168844,17.62498094040096,4.0,0
User_243,Loc_1,40.0,3.0,378.0,11.0,12.6,9.0,14.0,False,Dynamic Pricing,True,0.8700249255201656,21.807774395218537,5.0,1
User_244,Loc_3,59.0,1.0,393.0,33.0,13.1,4.0,8.0,True,Dynamic Pricing,False,0.6361056346436186,4.978870495937455,4.0,1
User_245,Loc_3,39.0,4.0,383.0,19.0,12.766666666666667,7.0,7.0,False,Dynamic Pricing,False,0.1647308960810617,6.488764572701324,0.0,0
User_246,Loc_3,38.0,5.0,376.0,47.0,12.533333333333331,14.0,19.0,False,Flat Rate,True,0.4298312575130025,21.161634785265345,5.0,0
User_247,Loc_4,44.0,1.0,206.0,31.0,6.866666666666666,1.0,0.0,True,Dynamic Pricing,True,0.2872576948770676,6.778549614414375,-1.0,0
User_248,Loc_1,48.0,4.0,245.0,35.0,8.166666666666666,6.0,3.0,True,Flat Rate,True,0.736794568710197,21.557878805114456,-3.0,1
User_249,Loc_4,23.0,2.0,198.0,48.0,6.6,14.0,13.0,False,Flat Rate,False,0.453416230624268,16.06609147036067,-1.0,0
User_250,Loc_3,44.0,4.0,474.0,36.0,15.8,3.0,1.0,False,Dynamic Pricing,False,0.989279945106385,17.94596991499477,-2.0,1
User_251,Loc_1,57.0,5.0,172.0,38.0,5.733333333333333,8.0,15.0,False,Dynamic Pricing,False,0.0547449822595951,10.364366312718548,7.0,0
User_252,Loc_4,51.0,4.0,221.0,47.0,7.366666666666666,11.0,2.0,True,Flat Rate,True,0.3550152661362467,15.540847858557544,-9.0,0
User_253,Loc_4,29.0,3.0,129.0,29.0,4.3,0.0,7.0,True,Flat Rate,True,0.4819001671099774,14.195384226449804,7.0,0
User_254,Loc_3,62.0,5.0,287.0,36.0,9.566666666666666,6.0,5.0,True,Flat Rate,True,0.5031335547483198,25.67269574407229,-1.0,1
User_255,Loc_1,24.0,2.0,463.0,29.0,15.433333333333334,5.0,15.0,False,Dynamic Pricing,True,0.3159358223856368,11.848758310785875,10.0,0
User_256,Loc_3,27.0,3.0,453.0,28.0,15.1,7.0,15.0,False,Dynamic Pricing,False,0.729240249097568,18.89500160420424,8.0,1
User_257,Loc_1,62.0,4.0,387.0,29.0,12.9,4.0,6.0,True,Dynamic Pricing,True,0.8747470734889747,19.50188806767056,2.0,1
User_258,Loc_5,34.0,5.0,294.0,44.0,9.8,14.0,12.0,False,Dynamic Pricing,True,0.938719301977863,16.796884597979926,-2.0,1
User_259,Loc_2,43.0,2.0,255.0,11.0,8.5,0.0,12.0,True,Dynamic Pricing,True,0.8050933767995262,30.80674783777608,12.0,1
User_260,Loc_2,38.0,3.0,271.0,39.0,9.033333333333331,0.0,4.0,False,Dynamic Pricing,False,0.8505801973065994,0.4878198622019347,4.0,1
User_261,Loc_2,45.0,2.0,434.0,43.0,14.466666666666669,8.0,19.0,True,Flat Rate,False,0.5505453006199955,11.628497897381742,11.0,1
User_262,Loc_3,63.0,4.0,140.0,31.0,4.666666666666667,14.0,17.0,False,Flat Rate,True,0.8258882264268146,24.936771503972537,3.0,1
User_263,Loc_5,19.0,2.0,162.0,12.0,5.4,9.0,14.0,False,Flat Rate,False,0.3035039091479522,4.3864080242276415,5.0,0
User_264,Loc_1,60.0,1.0,122.0,15.0,4.066666666666666,5.0,17.0,True,Dynamic Pricing,False,0.3984787621092144,8.577748627004212,12.0,0
User_265,Loc_4,18.0,3.0,459.0,24.0,15.3,9.0,1.0,True,Flat Rate,False,0.3169130138185443,13.045280118875404,-8.0,0
User_266,Loc_1,68.0,2.0,174.0,36.0,5.8,4.0,9.0,True,Dynamic Pricing,False,0.4673873354479254,14.54262393763855,5.0,0
User_267,Loc_4,53.0,4.0,147.0,19.0,4.9,14.0,12.0,True,Dynamic Pricing,False,0.2855796162386363,0.0143371741315956,-2.0,0
User_268,Loc_1,68.0,4.0,259.0,18.0,8.633333333333333,0.0,17.0,True,Flat Rate,True,0.9616114422544468,25.106734947262662,17.0,1
User_269,Loc_5,43.0,2.0,412.0,42.0,13.733333333333333,5.0,14.0,False,Dynamic Pricing,True,0.3128446280056681,13.358207855034127,9.0,0
User_270,Loc_4,46.0,4.0,217.0,41.0,7.233333333333333,5.0,11.0,True,Flat Rate,True,0.0980445381109398,10.937061796410957,6.0,0
User_271,Loc_3,38.0,5.0,199.0,15.0,6.633333333333334,2.0,14.0,True,Flat Rate,False,0.5268171660504134,5.269468913876965,12.0,1
User_272,Loc_1,28.0,5.0,479.0,45.0,15.966666666666669,12.0,12.0,True,Dynamic Pricing,False,0.0570990784451763,0.7564027310407062,0.0,0
User_273,Loc_1,57.0,5.0,266.0,11.0,8.866666666666667,7.0,17.0,True,Flat Rate,False,0.1105431663085805,2.4610424718064983,10.0,0
User_274,Loc_4,28.0,1.0,389.0,38.0,12.966666666666669,13.0,14.0,True,Flat Rate,False,0.2193893891962463,19.72699845888324,1.0,0
User_275,Loc_3,53.0,2.0,255.0,13.0,8.5,14.0,10.0,False,Flat Rate,True,0.4643502498821417,21.22449444151408,-4.0,0
User_276,Loc_3,66.0,1.0,106.0,10.0,3.533333333333333,0.0,18.0,True,Flat Rate,True,0.4332509323090279,14.172526040321358,18.0,0
User_277,Loc_5,56.0,4.0,295.0,28.0,9.833333333333334,0.0,2.0,True,Dynamic Pricing,True,0.7996918620027912,15.553392936544451,2.0,1
User_278,Loc_3,57.0,1.0,155.0,35.0,5.166666666666667,5.0,6.0,True,Flat Rate,True,0.7394746538841134,23.53767541900489,1.0,1
User_279,Loc_3,52.0,4.0,420.0,34.0,14.0,9.0,13.0,False,Flat Rate,True,0.4263182939907013,29.769982511911373,4.0,0
User_280,Loc_3,51.0,4.0,292.0,19.0,9.733333333333333,12.0,13.0,False,Flat Rate,True,0.3337042075756299,10.544137719582617,1.0,0
User_281,Loc_2,64.0,3.0,146.0,24.0,4.866666666666666,0.0,12.0,True,Dynamic Pricing,False,0.3164687840614986,0.4181902467046994,12.0,0
User_282,Loc_5,41.0,5.0,247.0,31.0,8.233333333333333,5.0,11.0,True,Flat Rate,False,0.773995087294009,4.461800368907117,6.0,1
User_283,Loc_1,39.0,4.0,374.0,30.0,12.466666666666669,0.0,8.0,False,Dynamic Pricing,True,0.0520724062212697,10.149833062087342,8.0,0
User_284,Loc_4,22.0,3.0,256.0,31.0,8.533333333333333,13.0,0.0,False,Flat Rate,False,0.0128216495106058,2.0678987326008302,-13.0,0
User_285,Loc_1,50.0,5.0,301.0,45.0,10.033333333333331,12.0,18.0,False,Flat Rate,True,0.795544391926648,17.092822904832154,6.0,1
User_286,Loc_5,53.0,4.0,225.0,43.0,7.5,5.0,10.0,True,Flat Rate,True,0.4771463759890493,16.144579352387282,5.0,0
User_287,Loc_4,64.0,4.0,494.0,39.0,16.466666666666665,2.0,18.0,True,Dynamic Pricing,False,0.1308811385535759,10.318917570508468,16.0,0
User_288,Loc_5,37.0,1.0,404.0,34.0,13.466666666666669,13.0,17.0,False,Dynamic Pricing,True,0.2355659345945012,15.931698606027222,4.0,0
User_289,Loc_3,36.0,1.0,468.0,37.0,15.6,13.0,11.0,True,Dynamic Pricing,True,0.9325039530973824,27.38316570376032,-2.0,1
User_290,Loc_4,52.0,5.0,393.0,10.0,13.1,14.0,0.0,False,Dynamic Pricing,True,0.859502975624898,28.88941277566073,-14.0,1
User_291,Loc_3,69.0,4.0,163.0,13.0,5.433333333333334,7.0,18.0,False,Dynamic Pricing,False,0.7097850502239725,11.33612210020932,11.0,1
User_292,Loc_1,60.0,2.0,424.0,16.0,14.133333333333333,12.0,19.0,False,Dynamic Pricing,False,0.4822252303373265,7.088479839747723,7.0,0
User_293,Loc_1,34.0,1.0,491.0,18.0,16.366666666666667,14.0,16.0,True,Flat Rate,False,0.5203236261913857,7.622937640694712,2.0,1
User_294,Loc_4,62.0,5.0,275.0,45.0,9.166666666666666,5.0,4.0,False,Dynamic Pricing,False,0.9752445352839586,8.237045662889939,-1.0,1
User_295,Loc_4,60.0,4.0,215.0,28.0,7.166666666666667,12.0,2.0,False,Flat Rate,True,0.9657704438842872,20.275070281059456,-10.0,1
User_296,Loc_5,51.0,4.0,303.0,10.0,10.1,10.0,1.0,True,Dynamic Pricing,False,0.2152690457858342,9.03277991037676,-9.0,0
User_297,Loc_5,26.0,2.0,420.0,19.0,14.0,12.0,2.0,False,Dynamic Pricing,False,0.8111045663053181,17.13459893011795,-10.0,1
User_298,Loc_3,43.0,5.0,130.0,45.0,4.333333333333333,0.0,7.0,True,Dynamic Pricing,False,0.1972426661670168,18.88189571860729,7.0,0
User_299,Loc_4,19.0,4.0,487.0,18.0,16.233333333333334,14.0,15.0,False,Flat Rate,True,0.2135374778839514,15.008980364201006,1.0,0
User_300,Loc_1,26.0,1.0,212.0,41.0,7.066666666666666,4.0,5.0,True,Dynamic Pricing,False,0.6760930341645768,11.213889627513602,1.0,1
User_301,Loc_5,26.0,2.0,464.0,41.0,15.466666666666669,7.0,12.0,False,Dynamic Pricing,False,0.4050010985875484,1.9011307366512888,5.0,0
User_302,Loc_5,57.0,5.0,424.0,15.0,14.133333333333333,2.0,15.0,False,Flat Rate,True,0.9315444071065202,12.439821013257282,13.0,1
User_303,Loc_1,34.0,2.0,475.0,47.0,15.833333333333334,11.0,15.0,False,Flat Rate,True,0.0890097348960088,17.376319340068633,4.0,0
User_304,Loc_5,18.0,1.0,443.0,26.0,14.766666666666667,5.0,2.0,False,Flat Rate,True,0.511525640809493,16.328215008959006,-3.0,1
User_305,Loc_3,42.0,5.0,166.0,19.0,5.533333333333333,4.0,12.0,False,Flat Rate,True,0.9185215304431212,27.646571758122267,8.0,1
User_306,Loc_4,60.0,2.0,174.0,36.0,5.8,5.0,13.0,True,Dynamic Pricing,False,0.9041136604795053,3.165725121181961,8.0,1
User_307,Loc_1,57.0,3.0,144.0,44.0,4.8,9.0,7.0,True,Flat Rate,True,0.1565292134157412,14.532020369449596,-2.0,0
User_308,Loc_4,59.0,1.0,359.0,30.0,11.966666666666669,0.0,11.0,False,Dynamic Pricing,False,0.3666377000964564,12.113984809197513,11.0,0
User_309,Loc_5,42.0,1.0,253.0,34.0,8.433333333333334,6.0,7.0,False,Dynamic Pricing,False,0.6191214000466962,13.837278163216888,1.0,1
User_310,Loc_5,56.0,1.0,254.0,37.0,8.466666666666667,8.0,8.0,False,Flat Rate,False,0.1593948847714021,7.661387394530134,0.0,0
User_311,Loc_1,52.0,3.0,462.0,24.0,15.4,1.0,0.0,True,Dynamic Pricing,False,0.9680221720457388,17.381981374494572,-1.0,1
User_312,Loc_3,20.0,3.0,333.0,13.0,11.1,9.0,5.0,True,Flat Rate,False,0.9147493287276603,11.36638302155851,-4.0,1
User_313,Loc_2,67.0,4.0,150.0,38.0,5.0,14.0,18.0,False,Dynamic Pricing,True,0.1669501790344691,22.326454894230608,4.0,0
User_314,Loc_1,54.0,2.0,405.0,18.0,13.5,4.0,10.0,True,Flat Rate,False,0.1211554612609854,1.3448126810407324,6.0,0
User_315,Loc_2,61.0,4.0,361.0,36.0,12.033333333333331,9.0,10.0,False,Flat Rate,False,0.0854084828082653,9.2937893689033,1.0,0
User_316,Loc_2,61.0,2.0,414.0,35.0,13.8,3.0,12.0,False,Flat Rate,False,0.9094436640366312,16.414716816314606,9.0,1
User_317,Loc_3,68.0,3.0,224.0,28.0,7.466666666666667,5.0,10.0,False,Flat Rate,True,0.1936238097954608,24.61536665576361,5.0,0
User_318,Loc_2,47.0,3.0,498.0,37.0,16.6,5.0,17.0,True,Flat Rate,False,0.4162849285443547,16.643249074582368,12.0,0
User_319,Loc_2,55.0,4.0,344.0,26.0,11.466666666666669,10.0,14.0,False,Flat Rate,False,0.448851365652003,9.880233411986111,4.0,0
User_320,Loc_3,51.0,5.0,129.0,29.0,4.3,1.0,0.0,False,Dynamic Pricing,True,0.5990110442135675,11.759526541694116,-1.0,1
User_321,Loc_2,29.0,4.0,221.0,49.0,7.366666666666666,1.0,6.0,False,Dynamic Pricing,False,0.0717353437474249,0.2727969167176214,5.0,0
User_322,Loc_2,36.0,2.0,224.0,48.0,7.466666666666667,3.0,12.0,True,Dynamic Pricing,False,0.2267586174005159,6.064390934371824,9.0,0
User_323,Loc_2,54.0,4.0,136.0,32.0,4.533333333333333,0.0,11.0,True,Flat Rate,True,0.931490386918926,23.6627716568716,11.0,1
User_324,Loc_1,61.0,1.0,269.0,41.0,8.966666666666667,8.0,17.0,True,Dynamic Pricing,False,0.9084101072685696,15.805198078833875,9.0,1
User_325,Loc_1,66.0,2.0,223.0,42.0,7.433333333333334,13.0,18.0,False,Flat Rate,False,0.7812906474056922,5.915056692406589,5.0,1
User_326,Loc_1,34.0,2.0,456.0,14.0,15.2,13.0,14.0,True,Dynamic Pricing,False,0.0194012456182154,9.91307841766494,1.0,0
User_327,Loc_3,27.0,5.0,134.0,43.0,4.466666666666667,12.0,7.0,False,Dynamic Pricing,False,0.3270067684961021,8.422378088681633,-5.0,0
User_328,Loc_5,66.0,3.0,186.0,49.0,6.2,6.0,18.0,True,Flat Rate,False,0.6279587353429078,8.210455687028556,12.0,1
User_329,Loc_2,64.0,2.0,233.0,20.0,7.766666666666667,11.0,9.0,False,Dynamic Pricing,True,0.2751902117734757,10.271881068561472,-2.0,0
User_330,Loc_2,29.0,3.0,295.0,12.0,9.833333333333334,6.0,6.0,True,Dynamic Pricing,True,0.9095866950537772,13.470357497674904,0.0,1
User_331,Loc_3,33.0,4.0,373.0,42.0,12.433333333333334,14.0,17.0,False,Dynamic Pricing,True,0.6338894618324419,15.154065957144356,3.0,1
User_332,Loc_2,41.0,1.0,300.0,20.0,10.0,2.0,15.0,True,Flat Rate,False,0.0719067173164456,1.106647743266922,13.0,0
User_333,Loc_1,36.0,5.0,468.0,25.0,15.6,14.0,19.0,True,Dynamic Pricing,False,0.909005588835703,3.962614836471541,5.0,1
User_334,Loc_5,25.0,3.0,384.0,27.0,12.8,10.0,5.0,True,Flat Rate,False,0.9577666581762224,0.1840179525075891,-5.0,1
User_335,Loc_4,48.0,2.0,176.0,39.0,5.866666666666666,14.0,8.0,False,Dynamic Pricing,True,0.0777124183917254,23.70141197955083,-6.0,0
User_336,Loc_2,38.0,3.0,158.0,19.0,5.266666666666667,11.0,12.0,True,Dynamic Pricing,False,0.5323602348613149,6.327508147753658,1.0,1
User_337,Loc_1,34.0,2.0,225.0,27.0,7.5,2.0,7.0,True,Dynamic Pricing,False,0.3033642822141704,19.46289422853817,5.0,0
User_338,Loc_4,40.0,3.0,208.0,47.0,6.933333333333334,0.0,15.0,True,Dynamic Pricing,False,0.3928390764814023,3.874341015525957,15.0,0
User_339,Loc_5,54.0,2.0,323.0,28.0,10.766666666666667,2.0,12.0,True,Flat Rate,True,0.1796512179553419,17.572146238455748,10.0,0
User_340,Loc_4,33.0,4.0,377.0,45.0,12.566666666666666,2.0,12.0,False,Dynamic Pricing,True,0.5780721020124125,18.647629193019508,10.0,1
User_341,Loc_1,23.0,2.0,167.0,22.0,5.566666666666666,3.0,16.0,True,Flat Rate,False,0.9579793532488906,0.1690299212492108,13.0,1
User_342,Loc_4,25.0,2.0,168.0,12.0,5.6,3.0,19.0,False,Flat Rate,False,0.503072600271609,16.78415906078918,16.0,1
User_343,Loc_3,42.0,1.0,264.0,19.0,8.8,2.0,4.0,False,Dynamic Pricing,False,0.0829145813944811,0.6398892028864944,2.0,0
User_344,Loc_4,35.0,2.0,404.0,47.0,13.466666666666669,9.0,16.0,False,Dynamic Pricing,True,0.6200013334774084,30.5187147673952,7.0,1
User_345,Loc_2,42.0,1.0,496.0,10.0,16.533333333333335,11.0,8.0,False,Flat Rate,True,0.340222994451257,22.885082821438218,-3.0,0
User_346,Loc_2,29.0,5.0,261.0,36.0,8.7,7.0,1.0,True,Flat Rate,True,0.8559251895912978,24.95694937577108,-6.0,1
User_347,Loc_3,32.0,1.0,464.0,17.0,15.466666666666669,7.0,17.0,False,Dynamic Pricing,False,0.4346781483164702,10.871911498225842,10.0,0
User_348,Loc_1,43.0,4.0,441.0,26.0,14.7,12.0,8.0,False,Dynamic Pricing,True,0.1928396089422456,19.024400760598876,-4.0,0
User_349,Loc_2,58.0,1.0,408.0,18.0,13.6,12.0,5.0,False,Dynamic Pricing,False,0.1911056226911449,7.7410002386977395,-7.0,0
User_350,Loc_5,62.0,5.0,478.0,15.0,15.933333333333334,0.0,10.0,False,Dynamic Pricing,False,0.7687641807211604,12.94444566795711,10.0,1
User_351,Loc_2,43.0,4.0,442.0,34.0,14.733333333333333,6.0,5.0,True,Dynamic Pricing,True,0.2655875983073599,8.038368496998523,-1.0,0
User_352,Loc_2,64.0,3.0,486.0,48.0,16.2,10.0,5.0,True,Flat Rate,False,0.767233394159223,1.0809525469945314,-5.0,1
User_353,Loc_1,49.0,3.0,141.0,37.0,4.7,1.0,12.0,False,Dynamic Pricing,True,0.2058873107665993,18.573749372810525,11.0,0
User_354,Loc_4,27.0,1.0,453.0,42.0,15.1,0.0,10.0,False,Dynamic Pricing,False,0.3216863687013094,10.9924460221207,10.0,0
User_355,Loc_2,33.0,1.0,208.0,46.0,6.933333333333334,2.0,13.0,False,Flat Rate,False,0.4654869724396994,17.75635280671638,11.0,0
User_356,Loc_3,24.0,5.0,150.0,18.0,5.0,3.0,1.0,True,Dynamic Pricing,True,0.9431958496934508,15.19754181388963,-2.0,1
User_357,Loc_4,34.0,5.0,349.0,27.0,11.633333333333333,12.0,7.0,True,Dynamic Pricing,False,0.9317314247538246,16.452958543877788,-5.0,1
User_358,Loc_5,40.0,2.0,440.0,30.0,14.666666666666666,5.0,2.0,True,Flat Rate,False,0.2068718754222878,4.200946745841392,-3.0,0
User_359,Loc_1,43.0,5.0,482.0,11.0,16.066666666666666,9.0,2.0,True,Dynamic Pricing,False,0.3582190412430728,7.881672970200637,-7.0,0
User_360,Loc_5,38.0,2.0,120.0,47.0,4.0,13.0,0.0,True,Flat Rate,False,0.1493993884537723,6.332048696548258,-13.0,0
